,Indegree
590921,3
590923,27
590959,1
590973,3
590974,1
590977,1
590979,1
590985,7
590990,3
591004,1
591012,3
591016,6
591018,47
591022,1
591058,2
591060,1
591072,720
591076,2
591082,4
591087,1
591092,57
591115,1042
591121,5
591132,2
591139,2121
591152,6
591160,5
591162,1159
591169,2
591174,40
591184,1
591197,120
591201,2
591221,2
591238,1
591255,24
591256,9
591260,1
591281,1
591282,4
591283,6
591285,3
591291,1
591299,334
591302,11
591321,87
591331,11
591343,885
591353,1
591379,1
591386,2
591395,28
591410,1
591411,1
591432,1
591462,2
591466,551
591475,1
591476,2
591484,21
591498,4
591503,4
591505,59
591518,1
591519,1
591523,5
591532,1
591536,2
591542,5
591543,9
591556,2
591558,42
591561,490
591588,1
591590,1
591599,1
591601,1
591632,5
591634,1
591651,5
591661,1
591663,4
591665,1
591695,3
591699,3
591710,9
591713,1
591736,196
591737,1
591742,3
591748,5
591751,2
591754,29
591771,3
591778,1
591779,13
591802,4
591805,2
591811,1
591820,21
591821,12
591838,28
591846,4
591848,12
591864,2
591870,9
591878,2
591879,3
591893,150
591902,1
591920,109
591927,25
591937,1
591940,4
591942,1
591945,2
591969,1
591970,1
591973,1
591975,5
591989,1
591990,4
591994,11
591995,46
592013,1
592014,1
592022,3
592044,4
592050,3
592052,15
592053,1
592057,204
592087,1
592126,13
592135,13
592136,2
592141,1
592150,1
592152,2
592159,1
592199,421
592207,87
592218,663
592227,1
592240,1
592241,444
592242,52
592262,1
592267,2
592276,96
592283,5
592292,1
592319,7
592324,2
592327,1
592338,2
592345,4
592369,3
592374,213
592378,1
592400,9
592407,1
592432,10
592439,17
592474,134
592489,14
592513,39
592516,2
592526,1
592530,6
592562,16
592572,1
592573,2
592583,16
592593,1
592594,1
592601,25
592606,47
592608,684
592624,881
592633,4
592635,145
592636,56
592653,9
592657,296
592659,2
592669,1
592689,1
592699,5
592706,1
592711,2
592713,9
592748,2
592787,1
592796,8
592810,5
592837,2
592852,1
592853,1
592856,4
592857,8
592861,1
592868,1
592881,9
592886,2
592909,2
592928,8
592936,23
592938,4
592943,1
592948,1
592960,1
592967,22
592968,1
592989,88
592991,5
593018,1
593023,4
593040,1
593043,30
593058,3
593059,1
593088,16
593105,13
593107,4
593147,1
593164,16
593187,3
593188,1
593189,4
593196,3
593204,1
593208,1
593224,8
593237,1
593240,1842
593266,2
593288,12
593291,929
593307,2
593323,1
593326,67
593330,1
593345,7
593357,43
593362,3
593369,1
593372,1
593394,1
593407,15
593410,9
593438,1
593439,2555
593446,24
593454,118
593457,2
593469,33
593482,2
593486,1
593496,2
593497,1
593500,1
593520,1
593534,1
593543,2
593549,1
593559,1
593562,3
593574,71
593578,12
593585,80
593594,1652
593613,34
593624,753
593628,112
593639,32
593650,108
593656,2
593657,1
593662,1
593677,1
593682,31
593691,1
593699,18
593703,4
593715,1
593723,28
593741,439
593763,3
593784,25
593793,1
593808,32
593815,3
593821,1
593831,1
593843,75
593853,1
593862,1
593870,1
593882,18
593883,3
593889,17
593893,3
593901,460
593908,2
593910,1
593912,1
593916,18
593933,2
593944,27
593963,3
593976,1
593977,28
593985,1
593990,19
593996,2
593997,1658
594024,8
594027,1
594034,1
594039,2
594042,5
594067,1
594069,1
594075,3
594080,530
594084,3
594097,266
594103,2
594109,1
594115,1
594120,2
594144,1
594151,1
594157,23
594172,36
594176,1
594183,1
594196,79
594202,19
594210,2
594212,5
594226,154
594230,2
594244,51
594258,1
594259,1
594269,876
594271,7
594285,304
594286,1
594288,6
594320,1
594321,276
594349,29
594358,19
594359,7
594368,21
594370,3
594373,20
594374,14
594382,1
594387,10
594397,12
594405,67
594441,1
594456,1
594485,1
594545,2
594546,6
594547,1
594552,1
594569,16
594585,1
594592,7
594625,10
594630,1
594648,3
594649,4
594656,1
594657,1
594688,1
594692,1
594693,1
594706,1
594708,50
594714,1
594734,5
594743,206
594753,53
594762,1
594792,4465
594804,1
594808,1
594818,1
594820,2
594821,3
594825,1
594830,4
594843,16
594852,1
594873,3
594878,17
594880,1
594907,2
594908,1
594910,29
594911,1
594916,1
594927,1
594944,46
594953,1
594955,2
594957,4
594971,1
594997,3
595012,1
595020,6
595030,9
595042,757
595044,200
595053,10
595059,27
595060,25
595070,3
595084,555
595088,8
595116,1
595157,169
595168,4
595169,1531
595173,5
595176,1
595180,10
595191,1
595218,1
595230,649
595242,1
595249,1
595255,267
595262,2
595271,518
595273,4
595281,9
595295,1
595306,27
595314,1
595320,3
595323,1
595337,9
595378,21
595381,60
595390,74
595397,1
595408,2
595411,1
595412,1
595442,183
595446,1
595476,104
595477,984
595481,1
595489,26
595495,24
595499,6
595526,13
595535,1
595539,28
595543,54
595558,1432
595576,56
595585,14
595607,4
595614,33
595624,2
595627,1
595636,72
595639,22
595642,4
595646,11
595653,17
595659,7
595662,1
595667,7
595677,6
595678,1398
595709,3
595718,1
595728,19
595741,5
595749,22370
595758,217
595760,5789
595762,7
595769,2
595803,4
595835,5
595863,1
595864,2
595867,3
595868,1
595873,4
595896,1
595902,17
595903,1
595916,1
595929,3
595930,2
595940,1
595946,323
595952,5
595956,1
595973,1
596008,1
596009,246
596016,12
596025,438
596028,4
596033,3
596034,2
596038,36
596052,1
596059,2
596063,3
596065,2
596071,1
596078,11
596095,768
596101,2
596102,1048
596109,66
596112,1
596119,1302
596120,1
596124,2
596133,4
596138,8
596148,9
596154,2
596172,183
596232,4
596242,2
596250,208
596259,1
596298,2
596304,23
596313,630
596323,4949
596353,3
596366,8
596381,52
596382,2
596387,20
596405,1
596425,1
596438,14600
596450,1
596476,233
596482,2
596501,1
596507,1409
596520,2
596525,67
596532,1
596538,2
596541,1
596544,1
596549,94723
596566,1
596571,2
596576,1
596586,9863
596587,45
596611,29
596615,3
596617,1
596622,2
596627,1
596647,22
596655,3
596728,7
596732,4
596741,25
596745,1
596752,434
596753,388
596777,4
596800,6
596821,2
596833,2
596844,6
596845,1
596853,3
596855,1
596863,10
596895,40
596920,1
596930,1
596939,155
596946,1
596951,2
596954,8
596957,1
596982,5
596990,621
596999,1
597001,1
597008,214
597029,6
597037,2
597038,1
597046,17
597060,7
597069,1
597071,1
597090,69
597091,54
597112,12
597118,3
597120,3
597139,1
597140,1
597148,1
597149,5
597157,5
597159,1
597171,14
597172,2
597180,1
597186,3
597187,1
597190,1
597191,5
597208,1
597210,2373
597214,1
597229,1
597240,102
597254,2
597265,4
597269,1
597279,4
597282,5
597292,1
597308,17
597318,1
597348,1
597353,44
597358,1
597370,6
597382,1
597387,1
597441,32
597446,4
597465,212
597467,1
597476,1
597486,8
597487,1
597492,4
597522,1
597524,120
597525,19
597528,92
597551,1
597552,614
597563,3
597570,2
597574,3
597584,1
597599,1
597624,8
597634,2
597647,15
597655,1
597656,26
597660,1
597662,2
597663,48
597705,2
597706,3
597711,4
597712,3
597721,23
597723,22
597725,2
597761,10956
597764,1
597768,1
597784,2
597790,1
597795,4
597796,36
597808,10
597818,10
597820,8
597829,133
597851,1
597856,113
597857,1
597860,4861
597890,1
597903,1
597909,3
597910,22
597915,176
597917,18
597918,2
597931,10
597935,76
597947,1363
597951,4
597961,1
597965,1
597969,2
597975,1
597987,11
597988,1
597998,1
598001,5
598008,4
598009,43
598011,1
598015,3
598016,1
598039,13
598062,13
598073,11
598079,627
598089,10028
598091,71
598119,1
598122,358
598141,1
598147,28
598152,1
598154,6
598162,7
598168,1
598197,1
598216,2
598223,32
598248,1
598256,1228
598262,248
598269,3
598277,28
598281,3
598300,394
598302,1
598319,16
598321,1
598334,1
598341,8
598346,28
598352,1
598362,1
598373,326
598380,192
598397,21
598407,1
598412,1
598418,38
598425,153
598443,137
598446,8
598455,2397
598464,2
598469,52
598483,1
598486,8
598489,3
598503,18
598514,13
598515,11
598522,1
598525,1
598529,1
598533,1
598534,8
598547,15
598556,1
598561,120
598572,3
598601,2
598602,4
598620,1
598626,219
598642,1
598656,1
598669,7
598676,1
598685,1
598691,1
598695,161
598726,7
598731,1
598732,8
598739,1
598747,1
598775,1
598778,1647
598787,30
598789,245
598825,1
598826,43
598828,17
598832,19
598837,1
598839,4
598849,5
598853,12
598866,1
598871,2
598892,2
598913,1
598918,1
598924,17
598932,74
598938,8
598960,1
598973,2
598989,5
598990,190
598995,3
599011,2
599015,2
599032,1
599036,5
599037,12
599042,1
599050,1
599058,53
599064,1
599088,2
599099,971
599112,3
599121,2
599128,2
599137,1
599138,1
599151,1
599161,2
599169,164
599191,1
599207,1
599211,70
599212,345
599219,1
599222,1814
599224,1
599226,1
599271,28
599295,40
599297,3
599332,1
599337,1
599347,2
599350,1
599355,1
599358,5
599385,4
599408,1
599420,1
599424,27
599436,4
599438,1
599469,1
599478,90
599493,1
599495,7
599500,1
599502,28
599506,6
599507,7
599533,771
599535,93
599538,1
599541,3
599550,638
599552,2
599561,26
599563,12
599567,2
599590,1
599601,2
599608,1
599612,3
599613,2
599646,3560
599653,1
599655,1
599674,1
599686,17
599696,1
599701,1
599707,1
599710,39
599716,1
599731,80
599735,2
599755,1
599757,1
599768,2416
599778,7
599779,6
599785,42
599797,2
599802,3
599829,54
599844,12831
599845,1
599855,1
599860,24
599865,1
599867,1
599869,2
599870,431
599878,114
599886,1
599897,1
599899,2
599903,44
599909,103
599912,1
599920,1
599940,1
599943,166
599944,1
599946,1
599975,550
599976,728
599992,1
599994,1
600013,1
600023,1
600027,3
600031,11
600060,10
600064,9
600074,3275
600084,5
600102,1
600108,1
600121,272
600123,209
600128,1
600131,20
600138,2
600141,13
600172,6
600198,8
600200,18
600206,10
600227,4325
600239,24
600268,1
600282,1
600292,1
600299,43
600311,7
600312,5
600316,2
600317,7
600320,14
600322,2
600330,1
600337,10
600340,9
600352,31
600355,5
600358,22
600378,1789
600382,2
600396,4
600403,41
600405,1
600414,6
600423,46
600431,20
600439,4
600440,6
600441,1
600455,1
600460,2
600470,556
600477,929
600485,4
600493,1
600515,89
600516,3
600560,2
600568,1
600575,1
600581,2
600585,279
600591,2
600593,9
600624,1
600628,4
600629,110
600631,64
600640,16
600660,5
600674,1
600676,228
600688,2
600693,1
600700,4
600701,36
600718,360
600725,65
600742,25
600751,5
600754,1
600765,3
600772,1
600792,687
600814,1
600823,4
600824,7
600841,55
600846,1
600847,4
600851,1
600867,1
600886,1
600910,11
600926,23
600929,1
600951,1
600952,2
600958,1
600962,1
600968,1
600974,2
600975,685
601006,1
601008,1
601009,18
601011,5
601014,1
601018,729
601045,2
601067,8
601068,891
601090,105
601091,4
601107,3
601126,1
601128,8
601139,2
601145,3
601157,2
601158,965
601188,29
601202,12
601208,4
601221,14
601226,1
601236,7
601238,18
601249,3
601250,7
601253,15
601254,3
601271,2
601273,1
601281,1
601291,1
601292,1
601293,12
601297,98
601305,6
601318,83
601325,12
601330,8
601336,9
601337,3
601339,1
601350,2
601353,8
601372,1
601375,1
601376,3
601379,1
601386,1
601392,796
601414,1
601429,1
601430,5
601433,15
601455,911
601491,2
601494,1
601505,1
601523,2
601526,12
601537,45
601547,2
601550,180
601562,4
601563,11
601573,3
601583,1
601611,14
601618,3
601627,34
601628,8
601630,307
601633,142
601636,1
601640,794
601643,1
601656,19
601677,2
601681,433
601725,1
601732,39
601752,1
601775,3
601790,15
601801,24
601824,1
601826,16
601848,5
601849,1
601854,34
601870,16
601871,60
601879,4
601884,2
601903,1
601914,1
601918,1
601919,1
601935,1
601937,1
601943,1
601948,1
601961,2
601968,14
601970,2
601975,1
601978,3
601979,2
601980,13
601988,1
601996,1
602007,2
602024,2
602028,32
602038,5
602046,1
602051,3
602052,32
602055,16
602079,30
602086,1
602097,2
602115,2541
602117,1
602120,2
602126,614
602142,8
602144,565
602149,343
602152,11
602161,1
602165,7
602180,1
602188,1
602194,94
602197,938
602220,1
602223,1
602228,1
602243,4
602259,3
602265,287
602270,11
602274,45
602299,195
602301,27
602302,6
602312,1
602315,1071
602331,1
602346,1
602363,2
602365,561
602369,52
602372,43
602382,1
602431,1
602433,280
602436,3
602438,566
602442,3
602446,5
602452,3
602453,424
602455,2
602459,33
602467,378
602478,2
602502,2
602512,1
602519,1
602530,1
602531,1
602549,4
602557,66
602563,2
602578,2
602599,9
602610,1
602615,1
602621,62
602635,2
602639,30
602640,1
602654,159
602666,1
602672,2
602674,39
602678,1
602694,1
602696,45
602697,1
602698,1
602699,415
602700,1
602704,1
602711,11
602725,1
602726,1
602737,307
602744,1
602746,2
602749,1
602759,2
602775,2
602786,462
602804,119
602805,1
602806,1
602824,1
602828,2
602833,2
602836,1
602842,429
602845,1
602848,4
602849,1
602892,1
602899,14
602902,2
602903,1
602913,1
602935,21
602936,13
602957,6
602969,94
602973,8
602983,2
602987,2040
603005,1
603020,21
603023,1
603035,3
603036,1
603039,3
603049,74
603055,614
603057,103
603066,195
603078,8
603080,10
603085,10
603099,5
603120,2
603128,1
603138,8
603151,1
603155,8
603161,8
603168,7
603171,2
603179,4
603181,1
603196,2
603208,7
603210,1
603221,1
603228,2
603229,3
603240,1
603248,265
603253,2
603269,26
603298,2
603313,1
603315,1
603326,14
603331,88
603364,1
603366,4
603370,1
603372,45
603393,6
603412,4
603413,2
603437,14
603442,83
603448,1
603449,206
603466,3
603494,1
603505,5
603506,1
603509,64
603517,1
603527,5
603529,2
603533,2
603544,1
603545,7
603573,1
603574,1
603583,2
603596,1
603617,1
603626,5
603630,2
603636,1
603639,42
603656,2
603661,15
603664,87
603669,15
603676,1
603678,1
603690,2
603727,1
603730,28
603734,1
603739,4
603741,45
603744,1
603745,3
603748,44
603750,36
603755,1
603768,1284
603791,1
603803,12
603810,25
603860,4
603862,1
603868,27
603877,2
603881,1
603891,1
603900,27
603915,9
603917,144
603933,6
603936,41
603937,1
603939,2
603946,14
603959,2
603973,1
603983,1
603985,26
603987,1
603988,5
604007,3
604013,61
604022,7
604027,1
604034,5
604036,5
604038,1
604049,22
604059,1
604061,1
604064,1
604070,302
604083,1
604085,13
604086,71
604094,2
604102,23
604104,1
604110,1
604120,3
604136,1
604137,30
604149,836
604162,1
604171,1
604172,309
604180,28
604187,1
604202,49
604224,1
604232,16
604234,17
604236,80
604241,2
604251,1
604252,11
604254,2
604256,1
604267,1
604278,3
604297,23
604332,1
604341,2
604346,13
604348,7
604351,1
604357,3
604366,3
604367,12
604371,7
604385,1
604396,3
604410,9
604418,1
604419,169
604429,2
604430,156
604436,6
604451,6
604455,3
604458,13
604462,5
604467,2
604485,740
604488,3
604495,927
604511,3
604513,1
604522,76
604530,3
604539,1
604541,3
604550,1
604562,1564
604565,315
604588,22
604591,1
604597,38
604610,5
604619,11
604628,3
604638,1
604652,1
604665,3
604691,9
604694,3
604702,29
604704,1
604706,1
604708,3
604731,6
604738,5
604755,5
604770,23549
604785,73
604790,164
604797,2
604801,4
604807,2
604816,1
604827,2
604828,1
604858,1
604862,2
604865,727
604867,4
604871,4
604893,5
604896,3
604903,2
604939,911
604949,1
604976,1
604977,5
604981,1
604988,2
604989,1
605001,1
605022,69
605025,1
605032,3481
605033,1
605038,4
605043,1
605050,1
605051,18
605060,1
605071,1
605074,1
605095,1
605109,1
605112,465
605126,1
605136,31
605138,1
605158,1
605164,319
605166,1014
605169,5
605187,8
605189,31
605211,134
605216,4
605235,28
605237,4
605247,163
605261,76
605274,1
605277,90
605279,6
605286,1
605301,1
605305,2
605318,2
605320,1
605329,2
605339,10
605342,1
605343,19
605367,2
605383,1
605393,1
605397,1
605409,1
605410,21
605425,4
605432,2
605446,14
605450,6
605455,2
605516,5
605517,1
605523,140
605534,6
605540,1
605556,92
605573,1
605574,175
605579,116
605588,1
605596,5
605611,6
605615,5
605619,717
605622,4
605636,1
605661,24
605662,4
605666,1
605685,35
605686,1
605695,9
605697,1
605703,30179
605710,373
605714,3
605721,3
605722,3
605747,8
605749,1
605774,1
605780,1
605781,16
605807,403
605824,1
605830,1
605833,1
605836,142
605848,20
605854,64
605855,12
605861,1
605869,28
605877,3
605883,3
605891,4
605917,2
605919,4
605926,10
605927,4
605930,1
605941,1
605943,1
605977,1
605986,123
605987,840
606034,3
606037,52
606057,3
606059,13
606061,1
606063,2
606073,35
606077,4
606082,4
606103,12
606134,5
606139,1
606157,1
606163,15
606174,5
606183,1
606185,21
606187,3
606193,3
606196,809
606205,2
606206,4
606207,2
606212,2
606216,1
606235,9
606242,1
606265,2
606284,1
606289,2
606292,152
606297,42
606303,1
606311,7
606318,1
606323,4
606349,86
606353,2
606354,1
606358,1
606359,6
606369,1
606371,1442
606375,1
606382,4
606394,91
606397,1
606408,17
606419,14
606428,138
606433,1
606450,1
606469,2
606480,6
606482,7
606495,8
606497,1
606508,1
606515,1
606525,80
606527,6
606571,2
606575,3
606583,6
606593,3
606599,23
606604,10
606637,1
606642,2
606654,2
606667,1
606680,4
606696,1
606701,881
606703,1
606733,29
606772,2
606782,21
606783,1
606794,24
606805,1
606810,1
606818,19
606826,2
606836,1
606842,1
606857,3
606884,1
606890,920
606918,43
606920,237
606927,4
606934,1
606997,8
607013,18
607016,25
607018,1
607045,2
607049,7
607060,2
607061,1
607062,1
607065,72
607075,2
607085,71
607092,3
607094,412
607106,1
607117,1
607127,12
607128,28
607143,3
607150,1
607174,1
607175,6
607179,12
607180,4
607182,4
607183,7
607187,1
607191,161
607197,2
607205,15
607213,1
607225,1
607226,4
607229,1
607242,34
607247,1
607263,4
607276,40
607277,1
607280,3
607282,1
607284,1
607309,3
607311,134
607317,62
607335,2
607350,256
607353,1
607358,1
607363,2
607382,27
607386,12
607393,1
607395,4
607403,18
607408,1
607420,1
607422,1
607444,8
607448,39
607459,3
607461,1
607469,3
607482,2
607497,14
607505,51
607516,11600
607517,2
607519,1
607522,1
607523,9
607528,1
607531,2
607554,111
607563,6
607566,11
607573,9
607581,2
607601,3
607620,77
607642,1
607669,1
607673,1
607682,13
607691,79
607693,10
607714,3
607735,1
607753,2
607758,1
607771,9
607786,1
607795,2
607799,72
607800,6
607802,4
607825,17
607832,91
607840,11
607849,146
607856,1
607866,1
607867,1
607903,1
607912,1
607915,5
607922,17
607924,10
607936,99
607948,39
607969,574
607994,1
608008,1
608015,6
608020,1
608023,10313
608024,4
608035,3
608042,1
608043,26
608055,2
608056,5
608064,2
608072,9
608073,3
608088,2
608100,4543
608123,434
608128,1
608129,1
608137,3
608142,25
608145,3
608170,5
608172,5
608177,4
608204,2
608212,2
608221,2
608227,384
608267,8
608276,5
608279,1
608293,1
608295,7
608325,1
608335,1
608337,1
608340,60
608349,1
608352,1
608369,3
608385,4
608393,1
608395,2
608401,47
608406,3
608415,1
608419,65
608427,4
608433,1
608437,1
608439,10
608445,44
608458,12
608488,2
608492,1
608540,1
608549,39
608553,1
608554,1
608571,1
608576,1
608583,5
608592,37
608599,596
608620,146
608624,2
608629,32
608649,2
608650,44
608671,1
608677,2
608683,1
608688,1
608711,1
608717,4
608734,366
608736,3
608737,4
608739,1
608755,33
608771,2
608785,22
608786,1
608810,71
608821,66
608825,1
608838,2
608840,6
608858,3
608861,6
608875,1
608898,517
608916,21
608917,2
608930,6
608946,8
608959,1
608965,9
608978,11
608999,17
609012,8
609013,20
609015,4
609022,4
609032,1
609038,1
609043,1
609050,11
609073,12
609085,47
609102,224
609113,1
609132,4
609151,2
609153,4
609158,244
609168,6
609182,4
609199,4
609203,2
609213,87
609228,15
609238,1
609245,1
609254,1
609266,19
609270,1
609279,30
609305,1
609320,38
609325,3
609337,43
609345,59
609347,7
609381,2
609396,22
609406,1
609407,1
609416,2
609421,4
609439,10
609445,27
609467,1
609473,117
609475,1
609492,15
609503,1
609510,1
609519,3
609521,18
609525,3
609539,1
609574,2
609591,4
609593,256
609609,46
609637,50
609640,1
609646,3
609652,4
