,Indegree
2286947,4
2286951,1
2286952,56
2286955,7
2286962,5
2286968,2
2286971,1
2286977,2
2286982,3
2286986,2
2287009,1
2287020,1
2287024,4
2287030,1
2287032,1
2287034,2
2287054,344
2287065,3
2287068,1
2287098,10
2287103,1
2287126,1
2287139,15
2287203,5916
2287211,1
2287231,1
2287232,11
2287233,139
2287237,1
2287248,1
2287250,13
2287252,24
2287253,1
2287254,2
2287267,2
2287276,1
2287277,2934
2287284,1
2287288,1
2287302,2
2287303,1
2287311,4
2287318,20
2287326,5
2287340,2
2287343,1
2287358,3
2287359,1065
2287378,1
2287379,1
2287388,1
2287411,1
2287425,8
2287440,9
2287443,8
2287449,6
2287451,1
2287485,2
2287486,65
2287496,1
2287502,5
2287522,2
2287531,1
2287532,1
2287536,18
2287545,88
2287574,57
2287578,124
2287584,577
2287592,61
2287593,1
2287624,1
2287628,30
2287635,2
2287638,2
2287649,2
2287652,38
2287691,4
2287692,3
2287714,2
2287717,2
2287730,32
2287734,190
2287759,11
2287760,4
2287783,1
2287801,128
2287803,394
2287809,5
2287810,2
2287815,730
2287820,3
2287835,1
2287869,1
2287885,2
2287887,3
2287911,35
2287918,1
2287919,2
2287953,1
2287969,1
2287978,10
2287998,3
2288001,2
2288003,41
2288012,663
2288013,1
2288032,35
2288074,915
2288097,2
2288098,3
2288107,1
2288112,1
2288118,408
2288122,665
2288130,2
2288133,3
2288136,1
2288161,55
2288190,1
2288207,15
2288243,1
2288249,13
2288264,1
2288277,9
2288285,1
2288291,23
2288297,163
2288331,1
2288347,1
2288353,17
2288356,2
2288378,3
2288395,2
2288399,2
2288406,3
2288411,2
2288419,1
2288429,1
2288433,31
2288434,30
2288436,5
2288442,33
2288449,8
2288452,9
2288453,1
2288457,2
2288465,1
2288476,293
2288478,1
2288483,5
2288491,10
2288496,53
2288501,18
2288511,7
2288518,1
2288523,2
2288526,1
2288528,26
2288530,612
2288559,3
2288578,1
2288591,1
2288596,1
2288600,5
2288603,1
2288616,226
2288618,1
2288655,45
2288661,1
2288684,2
2288690,68
2288694,1
2288697,2
2288708,8
2288730,4
2288740,3
2288754,2
2288760,1
2288768,3
2288771,205
2288780,953
2288781,26
2288783,1
2288805,5
2288806,1
2288814,1
2288819,2
2288839,1
2288840,3
2288854,1
2288856,492
2288883,1
2288891,58
2288895,1
2288914,2
2288915,1
2288942,3
2288944,4
2288952,55
2288961,1
2288965,1
2288972,1
2288981,1
2288986,5
2288994,12
2289007,2
2289013,511
2289016,2
2289023,1
2289027,9
2289038,1
2289046,1
2289049,1
2289050,3
2289058,139
2289068,31
2289076,3
2289097,7
2289105,1
2289116,37
2289117,286
2289122,7
2289142,1
2289150,19
2289156,15
2289162,2
2289183,251
2289194,1
2289200,45
2289213,1
2289226,3
2289243,2
2289248,2
2289264,4
2289275,2
2289282,868
2289286,2
2289293,14
2289324,15
2289336,5
2289339,1
2289359,1
2289374,134
2289397,608
2289404,3
2289419,12
2289430,4
2289433,1
2289434,3
2289453,1
2289455,8
2289476,1
2289481,3
2289483,3
2289492,4
2289513,1
2289520,1
2289537,1
2289556,1
2289565,200
2289594,10
2289597,1
2289628,1
2289633,5
2289639,42
2289662,44
2289669,1
2289678,2
2289682,2
2289686,37
2289695,2
2289697,63
2289700,1
2289709,1
2289716,6
2289721,13
2289746,1
2289749,344
2289754,5
2289755,2
2289756,20
2289757,1
2289763,2
2289765,34593
2289803,1
2289805,37
2289818,7
2289830,1
2289856,134
2289857,1
2289871,8
2289889,61
2289897,1
2289917,5
2289919,3
2289920,1
2289935,1
2289937,1
2289938,42
2289941,1
2289948,2
2289956,198
2289959,5
2289962,1
2289971,1
2289981,1
2289988,15
2289989,13
2290007,7
2290019,1
2290021,146
2290026,3
2290048,75
2290052,2
2290061,1
2290079,14
2290080,2
2290082,1
2290083,125
2290096,8
2290098,15
2290104,331
2290106,1
2290122,1
2290133,22
2290141,27
2290146,82
2290151,2
2290154,1
2290164,3
2290177,1
2290182,1
2290183,3
2290198,1
2290199,100
2290211,2
2290232,1
2290259,80
2290282,9
2290289,10
2290299,1
2290301,1
2290311,6
2290314,1
2290315,6
2290340,2
2290345,10
2290370,1
2290372,226
2290389,2
2290405,1
2290414,3
2290415,7
2290422,1452
2290461,8
2290485,2
2290486,1
2290500,1
2290530,1
2290538,23
2290544,1
2290551,1
2290561,6
2290566,56
2290572,8
2290580,9
2290587,5
2290597,1
2290656,1
2290671,2
2290690,1
2290704,42
2290714,1
2290724,1
2290725,1
2290734,136
2290749,9
2290759,91
2290760,3
2290766,16
2290775,12
2290776,3
2290792,2
2290802,2
2290811,1
2290813,1
2290823,19
2290833,2
2290838,4
2290839,272
2290841,1
2290853,2
2290859,6
2290867,15
2290884,50
2290888,1
2290904,6187
2290910,1
2290922,828
2290942,1
2290946,7
2290950,1
2290951,52
2290953,4
2290962,21
2290980,2
2291001,1431
2291019,1
2291026,10
2291042,1
2291045,2669
2291056,1
2291065,8
2291070,1
2291072,42
2291079,3
2291088,8
2291107,273
2291115,24
2291126,1
2291149,2
2291169,4
2291175,119
2291178,9
2291180,16
2291183,1
2291184,1
2291191,1
2291203,4
2291205,1
2291207,389
2291208,33
2291220,2
2291221,1
2291226,305
2291232,1
2291243,1
2291262,9936
2291266,6
2291276,8
2291283,8
2291308,200
2291321,2
2291331,4
2291340,368
2291343,15
2291345,3
2291352,1
2291365,7
2291372,12
2291379,1
2291392,1
2291399,5
2291401,1
2291406,3
2291412,5
2291436,2
2291449,1
2291456,3
2291485,6
2291504,1
2291515,11
2291516,98
2291521,23
2291534,1
2291550,1
2291571,3
2291607,1
2291618,8
2291620,12
2291711,1
2291714,7
2291715,1
2291726,1
2291728,2
2291730,36
2291732,1
2291739,1
2291743,3
2291745,2
2291750,26
2291752,2
2291754,3
2291756,2
2291779,2
2291783,3
2291792,1
2291816,304
2291818,2
2291852,819
2291855,1
2291873,6
2291885,6988
2291888,10
2291893,379
2291896,12
2291930,160
2291963,1
2291984,6
2291987,67
2291994,45
2291999,3
2292000,7
2292002,1
2292008,3
2292027,1
2292029,105
2292030,12
2292056,1
2292067,2
2292100,144
2292102,2
2292123,1
2292127,4
2292129,1
2292134,11
2292138,4
2292139,26
2292143,1
2292149,1
2292170,32
2292182,1
2292185,1
2292197,40
2292202,6
2292206,1
2292215,3
2292219,20
2292240,2
2292243,1
2292255,2
2292260,628
2292264,2
2292280,808
2292296,3
2292298,5
2292299,1
2292304,4
2292320,1
2292322,1
2292329,1
2292335,656
2292344,2
2292352,22
2292360,1
2292381,1
2292393,1
2292439,142
2292444,1
2292445,1
2292470,1
2292472,1
2292481,1
2292497,1
2292516,324
2292517,1119
2292523,9
2292535,7
2292549,1
2292586,1
2292598,2
2292613,1
2292619,1
2292635,253
2292642,3
2292644,4
2292645,250
2292653,3
2292654,3
2292667,162
2292672,523
2292679,2361
2292733,1
2292744,4
2292763,1
2292765,1
2292809,294
2292838,173
2292840,32
2292843,3
2292852,2
2292866,1
2292868,1
2292872,8
2292892,3
2292893,6
2292897,2
2292899,7
2292902,4
2292920,1
2292928,1
2292934,1
2292966,1
2292974,2
2292980,90
2292983,1
2292987,2
2292997,42
2293010,1
2293011,1
2293035,1
2293059,1
2293062,44
2293063,3
2293068,8
2293070,1
2293071,5
2293160,1
2293162,1
2293177,1
2293191,18
2293193,1
2293198,2
2293221,2275
2293231,19
2293255,4
2293256,2
2293260,1
2293261,1
2293266,126
2293267,1
2293268,1
2293283,77
2293296,10
2293319,1
2293323,17
2293335,8
2293341,145
2293363,4
2293365,5
2293368,11
2293377,2
2293380,2
2293382,2
2293389,12
2293404,5
2293420,30
2293422,14
2293425,36
2293448,69
2293454,10
2293456,8
2293479,1
2293480,1
2293485,17
2293514,1
2293523,6
2293524,14
2293530,1
2293538,79
2293543,2
2293549,8
2293550,7
2293557,1
2293559,4
2293570,89
2293582,47
2293594,5
2293603,5
2293605,1
2293609,1076
2293612,2
2293623,1
2293634,70
2293666,1
2293669,1
2293671,2
2293673,20
2293676,4
2293679,1
2293689,2
2293693,235
2293695,1
2293723,2
2293725,17
2293738,4
2293739,31
2293748,2
2293758,8
2293766,2
2293769,1
2293785,1
2293799,5
2293807,2
2293810,1
2293820,192
2293835,1
2293839,91
2293844,18
2293850,67
2293852,61
2293890,4
2293901,38
2293960,3
2293962,1
2293963,5
2293968,1
2293974,173
2293983,10
2294003,205
2294006,2
2294015,2
2294030,4
2294048,3
2294057,8
2294063,1
2294085,48
2294089,31
2294093,1
2294107,98
2294120,1
2294137,9
2294139,4
2294143,20
2294151,3
2294158,3
2294162,1
2294166,5
2294257,3
2294278,3
2294283,264
2294297,2
2294299,36
2294303,1
2294315,7
2294329,2
2294360,9
2294361,1
2294371,3
2294372,10
2294376,44
2294384,1
2294388,15
2294393,8
2294395,3
2294398,1
2294407,2972
2294410,1
2294411,4
2294425,1
2294427,27
2294446,3
2294462,3
2294469,1
2294477,2
2294488,81
2294494,1
2294497,30
2294510,1
2294517,1
2294521,1
2294524,1
2294532,128
2294533,1
2294535,1
2294541,1
2294552,25
2294556,1
2294576,2
2294585,28
2294599,3
2294640,51
2294647,18
2294649,8
2294659,4
2294661,5
2294698,81
2294706,1
2294722,1
2294726,1
2294730,1
2294732,1
2294737,16
2294750,6
2294778,23
2294784,5
2294787,1
2294791,5
2294792,2
2294797,67
2294802,1
2294807,12
2294809,6
2294817,3
2294839,6
2294840,1
2294841,24
2294842,1
2294880,3
2294899,32
2294908,6
2294933,2
2294937,4
2294938,23
2294951,1
2294952,2
2294960,18
2294963,1
2294971,4
2294985,46
2295000,11
2295025,1
2295026,16
2295053,114
2295061,548
2295064,1
2295087,1
2295094,2
2295095,1
2295096,52
2295105,1
2295121,3
2295127,1
2295134,1
2295138,6
2295139,1
2295156,1
2295162,6
2295174,36
2295191,12
2295210,7
2295215,11
2295222,4
2295234,11
2295269,2
2295276,2
2295316,1
2295343,2
2295346,2
2295350,3
2295357,6
2295386,26
2295416,136
2295421,46
2295435,1
2295439,2
2295442,1
2295446,1
2295452,10
2295455,1
2295471,2
2295473,3
2295475,2
2295485,1
2295486,117
2295498,1
2295501,4
2295507,155
2295513,1099
2295516,1
2295517,1
2295533,2
2295535,2
2295543,59
2295547,1
2295549,4
2295550,1
2295552,1
2295562,15
2295572,36
2295582,87
2295596,1
2295602,3
2295605,178
2295607,1
2295632,1
2295637,1
2295639,2
2295652,7
2295667,4
2295683,5
2295684,1
2295689,1
2295694,2
2295698,6
2295699,1
2295701,1
2295722,1
2295727,1
2295734,43
2295746,21
2295763,1
2295767,2
2295783,1
2295788,61
2295794,4
2295804,1
2295820,3
2295837,4
2295840,13
2295851,2
2295868,9
2295872,4
2295876,5
2295884,1
2295895,1
2295896,7
2295903,9
2295915,274
2295924,21
2295930,7
2295932,1
2295952,2
2295954,2
2295956,582
2295957,19
2295959,1
2296006,10
2296011,16
2296018,1
2296020,2
2296035,56
2296041,1
2296050,257
2296051,1
2296052,16
2296056,4
2296061,11
2296079,6
2296090,35
2296094,1
2296130,104
2296133,3
2296141,2
2296146,1294
2296159,1
2296161,9
2296169,1
2296190,3
2296194,3
2296197,86
2296200,63
2296218,902
2296237,37
2296259,3725
2296261,2
2296275,2
2296305,183
2296334,103
2296350,1
2296351,448
2296356,8
2296369,1
2296370,20
2296378,1
2296385,1
2296426,1
2296434,5
2296437,4
2296454,4
2296455,2
2296457,4
2296470,1
2296471,2
2296476,1
2296492,282
2296517,12
2296527,1
2296528,3
2296547,184
2296569,3
2296573,10
2296604,7
2296651,32
2296654,20
2296657,3
2296691,6
2296696,47
2296703,2
2296708,1014
2296711,1
2296735,1
2296761,1
2296770,1
2296781,5
2296805,231
2296812,1
2296828,2
2296868,2
2296870,1
2296882,2
2296894,1
2296895,6
2296903,115
2296906,17
2296908,1
2296938,4
2296947,189
2297005,75
2297009,32
2297018,2
2297026,92
2297035,1
2297055,1
2297070,63
2297087,73
2297091,40
2297094,1
2297137,17
2297140,6
2297152,66
2297173,31
2297177,1
2297202,1588
2297204,2
2297218,5
2297221,1
2297248,2
2297268,4
2297270,4
2297271,560
2297273,1190
2297297,1
2297318,12
2297319,1
2297322,12
2297326,2
2297328,7
2297331,9
2297386,337
2297407,2
2297409,1
2297419,4
2297420,1
2297424,1
2297439,15
2297452,1
2297454,20
2297456,1
2297459,40
2297495,1
2297514,1
2297518,5
2297519,1
2297545,4
2297593,70
2297597,1
2297600,1
2297607,1
2297610,4
2297613,1
2297619,2
2297634,2
2297635,4
2297641,3
2297655,40
2297674,1
2297676,1
2297680,2
2297684,1
2297686,1
2297693,1
2297697,266
2297714,2
2297731,1
2297743,1
2297750,17
2297754,2
2297764,1
2297767,6
2297770,1
2297784,485
2297795,113883
2297804,8
2297808,4
2297810,26
2297861,1
2297865,40
2297866,1
2297868,2
2297900,2
2297904,8
2297930,16
2297935,1953
2297955,3
2297958,1
2297969,3
2297972,35
2297976,1
2297980,61
2297984,1
2298030,4
2298057,4
2298068,4
2298071,1
2298082,182
2298086,3
2298100,8
2298107,268
2298158,4
2298199,11
2298200,601
2298211,1176
2298212,1
2298215,1
2298222,1
2298226,3
2298231,3
2298233,9
2298234,2
2298244,1
2298268,153
2298269,1
2298272,1
2298276,9
2298277,1
2298302,34
2298323,13
2298327,3102
2298349,1
2298361,5
2298366,1
2298368,1
2298380,1
2298393,4
2298400,120
2298404,1
2298408,2
2298412,6
2298415,1
2298420,2
2298427,1
2298434,1
2298442,1
2298455,65
2298459,5
2298460,1
2298464,1
2298468,27
2298483,1
2298492,9
2298498,1
2298535,21
2298538,582
2298542,2
2298548,1
2298552,21
2298555,1
2298572,1
2298574,4
2298623,2
2298658,15
2298659,1
2298669,7
2298678,17
2298688,2
2298715,48
2298716,1
2298717,14
2298721,1
2298725,413
2298735,6
2298753,1
2298771,1
2298776,425
2298789,1
2298804,1
2298819,71
2298821,3
2298838,1
2298841,13
2298847,35
2298869,1
2298875,20
2298876,1
2298877,2
2298883,1
2298888,16
2298893,10
2298895,4
2298901,4
2298905,4
2298906,119
2298916,24
2298918,25
2298922,1
2298938,24
2298957,2
2298960,1
2298961,2
2298994,2
2299009,1
2299019,57
2299029,15
2299031,1
2299066,1
2299068,1
2299069,53
2299080,18
2299083,2705
2299086,85
2299093,1
2299098,3
2299103,15
2299107,13
2299110,1
2299114,1
2299118,23
2299120,10
2299125,1
2299130,446
2299148,22
2299160,77
2299167,1
2299177,91
2299180,27
2299206,1
2299247,4
2299265,10
2299274,1
2299286,2
2299305,1
2299314,375
2299319,2
2299333,1
2299335,255
2299343,20
2299354,32
2299358,1
2299373,1
2299397,1
2299401,8
2299409,1
2299410,1
2299411,1
2299414,82
2299425,2
2299426,13
2299438,4
2299443,66
2299475,1
2299478,3
2299487,1
2299488,34
2299493,1
2299494,1
2299518,1
2299535,24
2299547,151
2299548,5
2299578,2
2299587,1
2299588,1
2299592,10
2299609,37
2299615,3
2299642,1
2299645,10
2299680,21
2299683,1
2299699,17
2299718,1
2299758,324
2299763,14
2299767,2
2299772,2
2299778,9
2299781,77
2299784,2
2299792,3141
2299833,2
2299838,58
2299840,1
2299859,7194
2299874,1
2299879,19
2299889,6
2299900,22
2299937,1
2299945,39
2299946,424
2299947,4629
2299950,5
2299969,6
2299983,1
2299998,4
2300000,2
2300005,4
2300023,3
2300028,1
2300054,1
2300062,10
2300068,41
2300073,1
2300093,67
2300097,10
2300100,95
2300110,1
2300117,1
2300125,1
2300126,459
2300128,27
2300132,24
2300140,4
2300153,22
2300160,732
2300168,19
2300174,11
2300180,1
2300210,3
2300222,132
2300224,2
2300244,3
2300259,10
2300274,5
2300276,1
2300278,1
2300281,4
2300316,2
2300318,1
2300323,6
2300331,1
2300335,1
2300341,189
2300344,1
2300347,1
2300348,1
2300365,1
2300372,2
2300389,4
2300394,4
2300420,1
2300422,1
2300434,3
2300446,2938
2300451,1
2300461,49
2300472,4901
2300497,576
2300500,1
2300504,1
2300505,3
2300520,5
2300559,128
2300570,3
2300583,70
2300603,18
2300608,2
2300614,1
2300625,14
2300655,2
2300658,5
2300668,27
2300683,2
2300694,1245
2300728,1
2300732,1
2300737,267
2300738,143
2300754,1
2300762,3
2300778,20866
2300779,2
2300782,866
2300783,5
2300792,21
2300803,3
2300811,1
2300812,2
2300858,1
2300870,3
2300876,50
2300890,1
2300911,1
2300919,2
2300924,2473
2300925,1
2300938,31
2300944,20
2300948,7
2300952,1
2300962,1
2300973,1
2300994,2
2301000,4
2301003,3
2301005,1
2301014,4
2301025,1
2301034,2
2301035,2
2301048,18
2301050,2
2301055,1
2301085,16
2301103,1
2301119,8
2301125,58
2301130,512
2301174,1
2301182,3
2301205,6762
2301218,1225
2301224,1
2301225,3
2301240,2
2301263,2
2301278,64
2301281,1
2301288,2
2301301,3765
2301305,21
2301321,1
2301333,2
2301358,20
2301371,58
2301373,43
2301376,1
2301382,2
2301389,13
2301398,1
2301401,5
2301417,16
2301425,2
2301431,1210
2301434,1
2301453,1
2301455,1
2301456,1
2301457,228
2301470,6
2301479,8
2301486,6
2301487,1092
2301511,1
2301523,1
2301536,8
2301538,1
2301543,665
2301550,5
2301565,6
2301586,1
2301592,1
2301597,656
2301634,1
2301648,85
2301654,5
2301663,2
2301666,1
2301686,4
2301693,1
2301695,571
2301715,2
2301718,2
2301724,2
2301725,16
2301726,1
2301734,1
2301737,1
2301739,1
2301743,12
2301744,1
2301746,1
2301782,1
2301785,2
2301787,1
2301819,1
2301820,2
2301827,7
2301843,11
2301850,862
2301857,110
2301896,5
2301913,1377
2301914,1
2301917,1
2301925,36
2301927,3
2301929,77
2301940,6
2301962,753
2301974,973
2301977,1
2301979,1
2301984,482
2301994,1
2302004,13
2302025,596
2302027,11
2302035,3664
2302037,10
2302066,3
2302069,1
2302092,34
2302115,2
2302117,6
2302126,14
2302127,6
2302133,1
2302135,143
2302140,1
2302143,288
2302166,1
2302194,197
2302196,1
2302200,6
2302235,198
2302237,3
2302243,9
2302249,1
2302258,173
2302278,4
2302292,182
2302294,2
2302300,1
2302329,7
2302348,1
2302360,9
2302383,59
2302389,16
2302411,10
2302412,3
2302415,20
2302420,1
2302428,18
2302429,8
2302433,18
2302439,2222
2302463,340
2302467,68
2302472,5
2302493,30
2302520,5
2302526,4
2302534,1
2302541,1
2302575,2
2302577,6
2302609,14
2302616,1
2302626,11
2302638,2
2302648,12
2302671,4
2302676,2
2302678,3
2302692,413
2302693,1
2302694,2
2302696,11
2302698,2
2302726,1
2302746,6
2302752,24
2302753,36
2302764,11
2302785,2
2302788,1
2302803,438
2302804,2
2302808,1
2302810,93
2302827,1
2302830,7
2302839,1
2302855,8
2302865,56
2302892,3
2302895,11
2302900,1
2302901,2
2302913,13190
2302919,2
2302934,1
2302947,1
2302964,1
2302982,1
2302986,8
2302991,1
2302992,8
2302997,1
2303002,1
2303003,4
2303004,1
2303011,1
2303015,6552
2303018,6
2303039,7
2303040,2
2303050,5
2303053,10
2303060,5
2303098,4
2303110,7
2303149,1
2303157,303
2303165,4
2303172,180
2303184,7
2303198,2
2303208,1
2303221,1
2303232,205
2303233,19
2303255,32
2303284,12
2303292,3
2303295,118
2303300,2
2303316,1
2303334,2
2303335,4
2303338,8
2303352,2
2303353,135
2303355,38
2303385,4
2303396,6
2303407,9
2303413,1
2303417,4
2303453,14
2303480,302
2303498,1
2303526,1
2303546,4
2303549,1568
2303552,1
2303560,1
2303604,4
2303609,4
2303611,15
2303613,1
2303614,6
2303618,25
2303631,521
2303634,3
2303646,1
2303725,753
2303743,1
2303754,3
2303757,3
2303767,2
2303771,1
2303772,343
2303781,1
2303792,1
2303799,1
2303809,1
2303829,3
2303831,9
2303838,2
2303870,1
2303887,6
2303890,249
2303894,1
2303906,44
2303913,1
2303921,1
2303925,1125
2303930,1
2303932,24
2303939,1272
2303957,480
2303970,2
2303981,175
2303988,7
2304005,1
2304010,7
2304024,5
2304033,9
2304039,2
2304044,3
2304055,3
2304067,31
2304073,13
2304084,2
2304095,1
2304098,3
2304101,1
2304109,90
2304120,2
2304122,17
2304123,19
2304129,3
2304135,13
2304149,6
2304166,235
2304167,7
2304172,2
2304173,2
2304177,1
2304208,3
2304212,2
2304228,1
2304230,2
2304244,1
2304248,4
2304278,3
2304284,1
2304313,35
2304314,1
2304315,1
2304321,7
2304329,149
2304402,7
2304410,20
2304430,1
2304435,2
2304439,75
2304441,10
2304453,1
2304459,1
2304467,1
2304471,109
2304477,2
2304482,18
2304495,6
2304504,1
2304512,1
2304527,6
2304532,1
2304549,47
2304560,2
2304590,1
2304629,1
2304638,1
2304663,15
2304664,167
2304683,3112
2304725,5
2304726,9
2304739,1
2304757,1
2304764,1
2304768,4
2304785,556
2304789,4
2304792,2
2304799,2
2304802,6
2304804,1
2304812,1
2304841,1
2304847,3
2304852,15
2304857,61
2304858,53
2304888,10
2304889,40
2304897,3125
2304903,4
2304912,4
2304917,1
2304947,1
2304951,9
2304969,14
2304971,1
2304974,1
2304990,3
2305002,11
2305005,10
2305020,138
2305026,2
2305032,1
2305062,3
2305068,21
2305073,35
2305077,1
2305081,1
2305085,3
2305100,2
2305101,116
2305117,1
2305151,5
2305165,1
2305169,10
2305179,51
2305186,1
2305205,1
2305208,1
2305228,10
2305229,2013
2305234,2
2305254,1
2305261,2
2305295,85
2305315,1
2305318,1
2305320,1
2305335,17
2305348,1
2305361,3
2305363,7
2305369,11
2305410,8
2305416,26
2305418,55
2305432,1
2305440,141
2305444,14
2305451,1
2305454,1
2305464,3
2305477,1
2305479,232
2305497,4
2305501,274
2305504,9
2305505,2
2305511,6
2305513,2
2305581,1
2305582,2
2305601,1
2305607,3679
2305615,48
2305617,1
2305618,11
2305622,83
2305631,13
2305634,1
2305642,1
2305649,21
2305667,5
2305669,1
2305672,2
2305674,3
2305685,43
2305695,1
2305700,1
2305711,8
2305714,1
2305722,1
2305727,2
2305752,8157
2305755,2
2305782,4
2305792,24
2305793,737
2305810,383
2305834,2
2305838,8
2305851,4
2305854,766
2305864,380
2305869,1
2305872,1
2305887,1
2305891,1
2305911,18
2305934,2
2305950,1
2305952,5
2305957,2
2305966,74
2305970,120
2305978,5
2305984,76
2305991,1
2306007,1
2306014,1
2306019,62
2306028,19
2306035,4
2306042,2
2306044,39
2306049,2688
2306051,218
2306059,2
2306062,1
2306075,2
2306081,150
2306088,2
2306114,2
2306116,9
2306117,2
2306125,5
2306129,2
2306154,1
2306168,10
2306186,2
2306206,77
2306214,2
2306216,3
2306219,1
2306220,1
2306233,1168
2306238,1
2306249,8
2306266,7
2306270,2
2306289,1
2306295,1
2306306,3
2306312,1
2306337,33
2306340,1
2306345,2
2306365,2
2306370,1
2306394,2
2306395,9
2306400,1
2306401,1
2306413,159
2306425,2
2306447,4
2306450,1
2306460,1
2306463,24
2306467,1
2306468,16
2306481,1
2306482,38
2306490,1
2306492,17
2306502,12
2306512,1
2306517,43
2306518,3
2306522,1
2306524,1
2306532,7
2306535,2
2306538,1
2306540,2
2306564,2
2306574,1
2306575,8
2306583,1
2306588,362
2306617,9
2306618,41
2306672,1
2306676,2
2306678,7
2306681,762
2306682,7
2306684,1
2306702,1
2306727,3
2306738,119
2306742,40
2306754,35
2306787,149
2306790,13
2306794,24
2306800,7
2306820,109
2306821,6
2306850,6
2306872,19
2306886,1
2306890,29
2306909,1
2306914,6
2306918,10
2306939,1
2306947,1
2306948,1
2306971,172
2306983,1
2306998,163
2307001,32
2307015,2
2307017,1
2307031,10
2307037,2
2307041,1
2307042,91
2307056,762
2307077,239
2307093,8
2307101,1
2307110,24
2307123,214
2307124,43
2307130,1
2307138,7
2307162,1
2307164,1
2307176,2
2307179,348
2307193,313
2307203,9
2307215,34
2307217,128
2307220,1
2307222,3
2307231,1
2307235,4
2307247,8
2307250,1
2307251,1
2307255,19
2307256,10
2307262,1
2307270,1
2307277,1
2307279,5
2307292,1
2307305,1
2307312,4
2307331,1
2307347,1
2307360,2
2307370,24
2307383,1
2307388,19
2307389,1
2307391,1383
2307407,3
2307410,2
2307431,2
2307435,1
2307437,72
2307442,1
2307446,26
2307450,1
2307467,28
2307468,2842
2307475,1
2307480,9587
2307502,16
2307509,4
2307511,189
2307518,3
2307520,15
2307523,35446
2307554,3
2307557,1
2307558,6
2307573,4
2307574,2
2307577,35
2307596,3
2307604,1
2307609,88
2307644,1
2307646,1
2307654,16
2307663,7
2307683,5
2307687,1
2307695,1
2307704,3618
2307729,1
2307742,1
2307758,1
2307771,1
2307780,9
2307804,5
2307805,1
2307823,2
2307840,3
2307858,6
2307859,11
2307872,8
2307881,2
2307900,2
2307904,1
2307908,51
2307918,1
2307920,2
2307930,1
2307933,518
2307945,261
2307954,1
2307972,1
2307973,1
2308004,1
2308012,102
2308016,3
2308020,9
2308030,2
2308032,1
2308047,1
2308053,395
2308065,2
2308092,144
2308099,5
2308106,8
2308107,76
2308117,1
2308122,1
2308123,1367
2308155,19
2308166,12
2308170,31
2308174,41
2308186,1
2308191,8
2308201,4
2308203,2
2308212,1
2308234,54
2308246,1
2308256,6
2308260,6
2308272,3
2308275,5
2308280,2
2308283,1
2308295,258
2308298,2
2308304,45
2308306,386
2308313,442
2308332,145
2308333,51
2308340,6
2308347,30
2308358,1
2308372,4
2308373,1
2308375,2
2308382,1
2308390,1
2308417,1
2308436,7
2308448,24
2308465,13
2308469,6
2308471,1
2308472,2
2308489,1
2308523,20
2308529,1
2308538,29
2308550,2
2308563,1
2308568,50
2308576,3
2308587,16
2308595,5
2308598,3
2308632,1
2308654,1
2308677,14
2308697,1
2308702,1
2308711,1
2308727,61
2308728,275
2308730,3
2308733,1
2308757,22344
2308764,6360
2308793,5
2308794,7
2308808,1
2308839,12
2308859,1
2308864,3
2308874,22
2308878,12
2308880,1
2308890,1
2308901,10
2308912,21
2308913,4
2308918,2
2308920,2
2308926,8
2308959,3
2308961,11
2308965,95
2308970,2
2309001,2438
2309011,1
2309015,27
2309022,1
2309024,1
2309029,1
2309037,14
2309040,1
2309053,8
2309061,2
2309073,18
2309079,18
2309104,1809
2309107,1
2309126,1
2309130,1
2309140,2
2309147,3
2309149,10
2309162,17
2309175,8
2309179,1
2309182,162
2309184,2
2309196,10
2309245,1
2309261,4
2309267,1
2309289,180
2309293,1751
2309299,1
2309301,1
2309305,2
2309309,1
2309311,2
2309326,4
2309329,64
2309342,1
2309370,1
2309373,11
2309374,1
2309379,14
2309385,180
2309393,63
2309407,1
2309411,115
2309422,2
2309425,2
2309441,46
2309443,97
2309444,1
2309446,1
2309448,9
2309449,5
2309460,2
2309469,12
2309474,2
2309475,1
2309483,96
2309502,6
2309516,1
2309518,7
2309528,22
2309544,2
2309553,1
2309572,1
2309573,90
2309594,1
2309597,19
2309610,4
2309611,1
2309623,2
2309635,1
2309638,1770
2309647,94
2309652,22
2309659,1
2309665,4
2309673,4
2309676,3
2309714,5
2309737,2
2309764,9
2309766,1
2309772,2
2309774,2
2309777,4
2309798,184
2309799,8
2309802,2
2309807,12
2309825,3
2309835,7
2309847,1
2309889,853
2309892,2
2309899,3
2309929,2
2309932,2
2309933,104
2309966,6
2309984,10
2309991,2
2309995,21
2310020,1
2310030,1
2310057,73
2310062,1
2310067,1
2310087,12
2310088,1
2310097,1529
2310106,1
2310112,1
2310113,4
2310125,2680
2310131,2
2310135,408
2310147,573
2310151,1
2310156,4
2310179,19
2310184,5
2310188,6
2310231,43
2310244,8
2310245,13
2310247,2
2310250,2
2310260,3
2310265,2
2310272,1
2310278,3
2310285,11
2310301,5
2310303,1
2310304,1
2310348,83
2310370,1
2310371,3
2310385,9
2310403,1
2310420,135
2310447,10
2310457,79
2310464,1
2310473,1
2310487,1
2310489,7
2310515,4
2310533,1
2310546,1
2310556,79
2310591,425
2310607,1
2310610,21
2310616,177
2310622,1
2310623,2
2310624,1
